record_id,count_intake_markers_raw,count_intake_metrics_raw,count_survey_questions,created,created_by,intake_markers_raw,intake_metrics_raw,last_modified_by,last_modified_time,marker_metric_total,normalized_weight,question_complex_count,question_complex_questions,question_from_survey_questions,raw_weight,survey_questions,survey_total
recHVMSqly6zi2BMX,0,0,20,2025-06-19T14:28:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:26:36.000Z,0,0.01718213058419244,1,8.05,"Do you have a family history of Heart Attack/ASCVD?, Do you have a family history of Stroke?, Have you been diagnosed with Heart Attack or ASCVD (Atherosclerotic Cardiovascular Disease)?, Have you been diagnosed with Stroke?, Have you been diagnosed with Diabetes?, Have you been diagnosed with Dementia or Alzheimer's?, Have you been diagnosed with Breast Cancer?, Have you been diagnosed with Colon Cancer?, Have you been diagnosed with Prostate Cancer?, Have you been diagnosed with any other type of cancer?, Have you been diagnosed with Osteoporosis or Osteopenia?, Have you been diagnosed with an autoimmune disease?, Have you been diagnosed with a mental health condition?, Have you had any substance use disorder diagnosis?, Do you have any other significant health history (e.g., liver or kidney disease)?, Please indicate when you last had a colon cancer screening, Please indicate when you last had a mammogram, Please indicate when you last had a PAP smear, Please indicate when you last had a PSA screening, Are you up to date on immunizations?",10,"recSjGc4lWe5zh9FY, rec5jfSGMrf1wVcx5, rec4tab1ahG85VzcK, recSQaVqbKt4RCCuc, recTSg3AtXqSzTLk4, rec6e5Xl0WE0yV1DI, recFQGfJfMgjwclzn, recNebRZrtiIlHX0S, recu5kzStQFQyOZbS, recYEmCGjpWPFNA8F, recdJQXgz7Bd3RL9R, recQCrCVWCShlD2p3, rec0trfM2ftdbYp0i, rectaTgotXJ1In9Bp, reckxsqckuwDvNUqt, recOfEDimQpEeJ6vJ, recoOr5zJOMTXMhpp, recqcPY83QCgpGh77, recTWGC2mjnhzX7qL, recllezSfavrFpzcz",210
recrjvPLWrXInLHhq,0,0,0,2025-09-11T19:28:13.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:28:25.000Z,0,0.018900343642611683,0,,,11,,0
recum9E22XI8IJXPU,0,0,0,2025-09-11T19:28:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:28:36.000Z,0,0.020618556701030927,0,,,12,,0
recX0ki8OFHsQtbeg,0,0,0,2025-09-11T19:28:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:28:43.000Z,0,0.022336769759450172,0,,,13,,0
reczS0XfDK776VPR6,0,0,0,2025-09-11T19:28:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:28:44.000Z,0,0.024054982817869417,0,,,14,,0
recznMARSyYhelWN3,0,0,0,2025-06-21T00:56:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:26:12.000Z,0,0.02577319587628866,1,8.02,,15,,15
recP2mEtluTwFjvxs,0,0,0,2025-09-11T20:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T20:02:24.000Z,0,0.027491408934707903,0,,,16,,0
recN6yxa9wSSNEwb5,0,0,0,2025-09-11T20:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T20:02:24.000Z,0,0.029209621993127148,0,,,17,,0
recVltDI0H44VecQJ,0,0,0,2025-09-11T20:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T20:02:25.000Z,0,0.030927835051546393,0,,,18,,0
recmxVhYZKabzJqJH,0,0,0,2025-09-11T20:02:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T20:02:26.000Z,0,0.03264604810996564,0,,,19,,0
recfHcmseGQW3M3tV,0,0,0,2025-09-11T20:02:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T20:02:26.000Z,0,0.03436426116838488,0,,,20,,0
