record_id,count_intake_markers_raw,count_intake_metrics_raw,count_survey_questions,created,created_by,intake_markers_raw,intake_metrics_raw,last_modified_by,last_modified_time,marker_metric_total,normalized_weight,question_complex_count,question_complex_questions,question_from_survey_questions,raw_weight,survey_questions,survey_total
recEXk3cAh33s7qHF,0,0,4,2025-06-19T14:27:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-06-23T16:26:02.000Z,0,0.03436426116838488,0,,"Over the last two weeks, how often have you been bothered by having little interest or pleasure in doing things?, Over the last two weeks, how often have you been bothered by feeling down, depressed, or hopeless?, Over the last two weeks, how often have you been bothered by feeling nervous, anxious, or on edge?, Over the last two weeks, how often have you been bothered by not being able to stop or control worrying?",10,"recKhw6Yc51sHhkJA, recRzisOwWbDeFUyk, recz1Udp8STmKUYlR, recWvZ2eQUPoweV8w",40
recsnhF4aezJ81k7H,0,0,0,2025-09-11T19:29:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:05.000Z,0,0.037800687285223365,0,,,11,,0
recSw2Ff1AfCl4NqM,0,0,0,2025-09-11T19:29:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:05.000Z,0,0.041237113402061855,0,,,12,,0
recfKckOxoF3gkJR9,0,0,0,2025-09-11T19:29:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:06.000Z,0,0.044673539518900345,0,,,13,,0
recvSK63U9rhZs4go,0,0,0,2025-09-11T19:29:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:06.000Z,0,0.048109965635738834,0,,,14,,0
recbcu6S7rJThvGAU,0,0,0,2025-09-11T19:29:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:07.000Z,0,0.05154639175257732,0,,,15,,0
recXECzoD28YuT1iu,0,0,0,2025-09-11T19:29:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:08.000Z,0,0.054982817869415807,0,,,16,,0
rec3gm0HBNLA7qT9h,0,0,0,2025-09-11T19:29:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:08.000Z,0,0.058419243986254296,0,,,17,,0
recUuzScKjFQqtbu0,0,0,0,2025-09-11T19:29:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:09.000Z,0,0.061855670103092786,0,,,18,,0
recbBFVJ0qIXwvTb9,0,0,0,2025-09-11T19:24:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:24:34.000Z,0,0.06529209621993128,1,6..01,,19,,19
rechlGrHsMOx6ucNd,0,0,0,2025-09-11T19:30:22.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:30:24.000Z,0,0.06872852233676977,0,,,20,,0
