record_id,age_max,age_min,baseline_consistency,binary_threshold,categorical_description,categorical_filter_threshold,challenges_v3,composite_weighted,configuration_status,constrained_weekly_allowance,contraindications,created,created_by,frequency,gender,id,intake_markers_raw,intake_metrics_raw,last_modified_by,last_modified_time,level_description,linked_evidence,minimum_frequency,nudges_v2,order,overview,patient_type_qualifiers,primary_markers,primary_metrics,proportional,proportional_frequency_hybrid,raw_impact,recommendation_type,secondary_markers,secondary_metrics,sleep_composite,t_shirt_sizes,tertiary_markers,title,weekend_variance,weekly_elimination,zone_based
recwsmDiDuZHvOZJj,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,recSoGqWD0C7TbGye,"recr4LqG3fyO1hQID, recwRbnmDod26e0zn, recWG34o9ZZVU7IL9, recnFLMfPe9QRKsgH, recbjHiO2kWBJcgMJ",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per_day,male_female,REC0014.1,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt, recDwWAHjdIXhMhSV, recr9ZjdfpVef9KJR, recTyoThcQqCihtey, recq0JX3QgFBo5mm4","recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Swap one daily energy drink, pre-workout, or high-caffeine soda for coffee or tea","recqns27bBblGOhy5, rec1lk6xXygU3EpSK, rec3HzEzFAdG3j4GF, recKlpLhow3LSHksK, rec6fhVSRKY4OMFko",,"rec1BUDHWRO72Ms8G, recwraHwVjA0WthlW, recewuYM4sHmMf3Gu, rect2ty250C4Wnnrd, recIB7dU1q20k4HO6, rec4kbpVvDFTzsqdy, recl7xloubG0q9Tnh, recRgJYfbj5Z055u7, recVFMJiJuRaoJ1AX, recKOS50f0OtPzbGi, recTUKrVBiSFFtE53, rec5fcmtWLB9quayQ, recAPAaZyM0BGy5Bf, rec7AyxsLkD7sXgIN, recaSPKiHJO2mdfMF, rec9CxtNPXxCHV578, rec7rWKy9wX3rWpMy, recskfuDmOmHvu1lK, reckIFFi8oZWaRO4Q, recaNK9TjWPbq7Wan, recRHqRi2OqJm73SC, recynyWYurLcYh566, recOze2uIZd4hBDeB, receXBUWjYY9UPgB7, recmALDymINvT2Xzb",44,"Certain sources of caffeine—like energy drinks, pre-workout supplements, and high-caffeine sodas—are associated with greater cardiovascular, anxiety, and metabolic risk. Replacing these with coffee or tea provides a gentler, more stable source of caffeine, along with antioxidant and metabolic benefits.",,"recHHlPLn8pdw89yH, recfQt6B5C5wmZDqn, rec0mt0T6zXGg2XeQ, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recbYuWTuZJPZwFNc, recC0mB1LyNGjDyld",,,,25,recqHQHN1HyB2bYIb,,"recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A",,recnPuigKFAPBECE6,,Optimize Caffeine Source,,,
recBEo5BbQG1LbzWG,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,recoYnbwseP0P1Rjw,"recBlSBBZ8mIGAvBT, reckYfYPmQtviU0Pv, recHtVrR6geRp2aIc, rec83iK9kxszegZfS, recwZzAviZnhRmmmf",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per week,male_female,REC0014.2,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt, recDwWAHjdIXhMhSV, recr9ZjdfpVef9KJR, recTyoThcQqCihtey, recq0JX3QgFBo5mm4","recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Limit intake of energy drinks, pre-workout, and high-caffeine sodas to no more than once per week, using coffee or tea as your primary source of caffeine","recqns27bBblGOhy5, rec1lk6xXygU3EpSK, rec3HzEzFAdG3j4GF, recKlpLhow3LSHksK, rec6fhVSRKY4OMFko",,"rec1BUDHWRO72Ms8G, recwraHwVjA0WthlW, recewuYM4sHmMf3Gu, rect2ty250C4Wnnrd, recIB7dU1q20k4HO6, rec4kbpVvDFTzsqdy, recl7xloubG0q9Tnh, recRgJYfbj5Z055u7, recVFMJiJuRaoJ1AX, recKOS50f0OtPzbGi, recTUKrVBiSFFtE53, rec5fcmtWLB9quayQ, recAPAaZyM0BGy5Bf, reca1RunVbViEJA62, recUYfVx5UzkwgozN, recy6YgPN7TEiyLZw, recvxjnliwmw0nT7W, recD3q5NbYUG2Wcjf, recfULeNyTSvmzPr0, rec3tOcFMi5iWuDgx, recVhgNjGT1gTEE75, recACl9jAnUCsH1Re, recL0zxd2a82gGum0, recMtxRkb4VzSQuLB, rec9TyCZbtyKdZ5Hr",45,"Certain sources of caffeine—like energy drinks, pre-workout supplements, and high-caffeine sodas—are associated with greater cardiovascular, anxiety, and metabolic risk. Replacing these with coffee or tea provides a gentler, more stable source of caffeine, along with antioxidant and metabolic benefits.",,"recHHlPLn8pdw89yH, recfQt6B5C5wmZDqn, rec0mt0T6zXGg2XeQ, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recC0mB1LyNGjDyld, recbYuWTuZJPZwFNc",,,,25,recqHQHN1HyB2bYIb,,"recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A",,recI81s1wiUEzLscQ,,Optimize Caffeine Source,,,
recvyYza5pv1TGKLP,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,rece0elPTYxLezo2W,"rec3pvJCrLrGHeSI5, rect8zCTzAz2cXBxr, recf7fAddeQVMGoOe, rec0jCOduCpg0kGYW, recjxRhkNIJTjITfy",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",always,male_female,REC0014.3,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt, recDwWAHjdIXhMhSV, recr9ZjdfpVef9KJR, recTyoThcQqCihtey, recq0JX3QgFBo5mm4","recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Eliminate energy drinks, pre-workout supplements, and high-caffeine sodas entirely—choose only coffee or tea for caffeine","recqns27bBblGOhy5, rec1lk6xXygU3EpSK, rec3HzEzFAdG3j4GF, recKlpLhow3LSHksK, rec6fhVSRKY4OMFko",,"rec1BUDHWRO72Ms8G, recwraHwVjA0WthlW, recewuYM4sHmMf3Gu, rect2ty250C4Wnnrd, recIB7dU1q20k4HO6, rec4kbpVvDFTzsqdy, recl7xloubG0q9Tnh, recRgJYfbj5Z055u7, recVFMJiJuRaoJ1AX, recKOS50f0OtPzbGi, recTUKrVBiSFFtE53, rec5fcmtWLB9quayQ, recAPAaZyM0BGy5Bf, recp09THBfepgGbAt, reckCIFZwfYHTRim2, rec682TjC7KdZnzz5, rectByNndZiOCjs30, recu46OemeSjLQy9R, recv6bH7ZApk4qJix, recjcBv35hO6JZNc8, recO0LO7pjKvObk5J, recmAXww70g30Z2Pc, recskABEiJjtlwkmf, recLTDZPO054Uw28q, recSHUAkHjtlYdNub",46,"Certain sources of caffeine—like energy drinks, pre-workout supplements, and high-caffeine sodas—are associated with greater cardiovascular, anxiety, and metabolic risk. Replacing these with coffee or tea provides a gentler, more stable source of caffeine, along with antioxidant and metabolic benefits.",,"recHHlPLn8pdw89yH, recfQt6B5C5wmZDqn, rec0mt0T6zXGg2XeQ, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recC0mB1LyNGjDyld, recbYuWTuZJPZwFNc",,,,25,recqHQHN1HyB2bYIb,,"recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A",,recsORWYSS9P3wSZ7,,Optimize Caffeine Source,,,
recVC73ovc4Syfdxd,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,,"recnmPeOQifdaIpL1, recdmXdAFXv7telCc, recvdzUVaemjqDG9d, rec25lztv46C0xDoH, recVzi1II9xBOyoYl",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per week,male_female,REC0015.1,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt, recDwWAHjdIXhMhSV, recr9ZjdfpVef9KJR, recTyoThcQqCihtey","recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Finish all caffeinated beverages by 2pm on at least 2 days per week,"recyOdJVziH7kO0FW, recPgx5VRop788CTk, recEcPuqbHG96wmmz",recmBxmLeAu65RLBx,"rechnD1zk9W4DKRkS, rec5uDqWHuYsBFCQt, recVxYouYnJhQqGxq, recTHq7zg0kBx43O1, recrmehkxCG491zpl, recATqhghjuCtkOhB, rec2tvxH29LqCikHF, recB54bg5A7J4vpI3, recDUE1bAWsMKy1TS, recJyV0FXGjdTv9Sv, recQtdlRGtolhYb02, recQgpy1esQunUwGT, recz7VzKtVZceQV8u, recT9SQKQZZXcqNEV, rec0fWPMIGn4iCVQQ, recBU94Ps1y0aRN94, recmGZRJG2fM6CX6G, reczAJGDqbYMBX6mX, recvbU0vP5bxnlYCO, recE8vLrXo42mMYCC, recPmiLlUB4TQrxhM, recKWQLJSWAayw5qW, recHabAoOOXLszRzx, recMPKXiSlquVZVlO, recPPMzcv1vJxUSPC",47,"Consuming caffeine late in the day can disrupt sleep, delay circadian rhythms, and reduce sleep quality. To support optimal sleep and energy, finish all coffee, tea, energy drinks, and other sources of caffeine by 2pm.",,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt","recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO, recxJqmq5ipZMLJsj",,,45,rech7cFeYXGie9bOl,"recHHlPLn8pdw89yH, recfQt6B5C5wmZDqn, rec0mt0T6zXGg2XeQ, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recC0mB1LyNGjDyld","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",,recI81s1wiUEzLscQ,,Optimize Caffeine Timing,,,
recG1S3EdZ536zea7,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,,"recNgFx2wviDbl4pj, recR0nx8qirrlwA0q, recGoaHTekqvUdZQw, recCRThQd3lB7pZ9Y, rech2xgzH65KCvDGY",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per week,male_female,REC0015.2,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt, recDwWAHjdIXhMhSV, recr9ZjdfpVef9KJR, recTyoThcQqCihtey","recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Finish all caffeinated beverages by 2pm on at least 5 days per week,"recyOdJVziH7kO0FW, recPgx5VRop788CTk, recEcPuqbHG96wmmz",rec2bctnSMa0OpN5W,"rechnD1zk9W4DKRkS, rec5uDqWHuYsBFCQt, recVxYouYnJhQqGxq, recTHq7zg0kBx43O1, recrmehkxCG491zpl, recATqhghjuCtkOhB, rec2tvxH29LqCikHF, recB54bg5A7J4vpI3, recDUE1bAWsMKy1TS, recJyV0FXGjdTv9Sv, recQtdlRGtolhYb02, recQgpy1esQunUwGT, recz7VzKtVZceQV8u, recH6WeqqpTS2HEB0, rec8zMDIZcDKrkwSJ, recCJvbpkehgjq62T, recE8ZQjw82ynUmd9, recivkOP0lKtqpvyK, reck33YJtFOhegnua, recyJFGImkwiDQCkZ, recWZe0dNkzu58sLY, recXS6k0DXBUhnF5e, recBn6YGbCmhqfsTs, recjcrhwhb8DO1OjD, rec9NOeKCa6pAdKHW",48,"Consuming caffeine late in the day can disrupt sleep, delay circadian rhythms, and reduce sleep quality. To support optimal sleep and energy, finish all coffee, tea, energy drinks, and other sources of caffeine by 2pm.",,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt","recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO, recxJqmq5ipZMLJsj",,,45,rech7cFeYXGie9bOl,"recHHlPLn8pdw89yH, recfQt6B5C5wmZDqn, rec0mt0T6zXGg2XeQ, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recC0mB1LyNGjDyld","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",,recI81s1wiUEzLscQ,,Optimize Caffeine Timing,,,
recXaTo88ufwRW39g,150,0,,recVuy9XnFlmZ0f1d,Gender: male_female | Age: Any | Risk Level: Any,,"recFOIsqENanC5t7J, recVdvrwVSXODvJdu, recML4E01QSpVbTHL, recUCrpOB4HMULZgu, rec0o8s5gWiVoq8o5",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per week,male_female,REC0015.3,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt, recDwWAHjdIXhMhSV, recr9ZjdfpVef9KJR, recTyoThcQqCihtey","recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Finish all caffeinated beverages by 2pm every day of the week,"recyOdJVziH7kO0FW, recPgx5VRop788CTk, recEcPuqbHG96wmmz",,"rechnD1zk9W4DKRkS, rec5uDqWHuYsBFCQt, recVxYouYnJhQqGxq, recTHq7zg0kBx43O1, recrmehkxCG491zpl, recATqhghjuCtkOhB, rec2tvxH29LqCikHF, recB54bg5A7J4vpI3, recDUE1bAWsMKy1TS, recJyV0FXGjdTv9Sv, recQtdlRGtolhYb02, recQgpy1esQunUwGT, recz7VzKtVZceQV8u, recauGEOn6ry6Kg1V, recQAEBYihpRvrV3i, rece0i5P87kfqtpqz, recTeIaE7AKFz04zp, recSPlPdVuAPw9F5f, recQwlp85RuRzwY1n, recV3IDJ5PR8r3pKB, reczNw3DSEtoJWjcm, recf5IWKQ1F22VjDz, recnAXs67AGyAPOZD, recmTWQ1IxO2jPLbF, recIWv3zddVYqYMQS",49,"Consuming caffeine late in the day can disrupt sleep, delay circadian rhythms, and reduce sleep quality. To support optimal sleep and energy, finish all coffee, tea, energy drinks, and other sources of caffeine by 2pm.",,"recLJcUUTL1szyE8Z, recwtXkPSEQgyddmt","recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO, recxJqmq5ipZMLJsj",,,45,rech7cFeYXGie9bOl,"recHHlPLn8pdw89yH, recfQt6B5C5wmZDqn, rec0mt0T6zXGg2XeQ, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recC0mB1LyNGjDyld","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",,recsORWYSS9P3wSZ7,,Optimize Caffeine Timing,,,
rechfHe4UeeCUja1n,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,,"rec6RHMiSOloOWXtk, recHeG5qeVbmXS8jn, recAzzbmD35ioP6Ow, rec3RTaAwZY4IJJyV, recnYj58LP4Ui0FM0",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per week,male_female,REC0016.1,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recq0JX3QgFBo5mm4, recLJcUUTL1szyE8Z, recPiW3K4dhWi31Xh","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat at least 2 meals per day every day of the week,"recXEZ94kHXkuwW9j, recaje3Tkx97MUsCG, recYI4TAnlYTTNwNx",recywBWt93G5dsWy0,"recglGJd4hhz00aOW, recdSFX5xIEFrxolb, recpaqAnly6puExfR, recxWX6OVsWQxZO8n, recxWiqxVZBrlfDdN, recjPhAw7m4JzvlcZ, recTP1I8rgriguVmu, recXkoUUe8MdpuP4J, rec3D8PdHcxtGRvpU, rechBohdV9IROgjvg, recKnxiibyCGgZpgO, reczNmAlM373mR2hB, reciOI3q7pcKwgFQT, recsrycYyQ7CZX84U, recHqxHGO9n36PGNe, recJclXbd1Ihjtosf, rec94TNdv41fRzPYP, reczTBV78vDKS709r, recTqsBAGCcQN3Alm, recXlHcCN7DAszwDf, recyAM9xHKQh6bjwl, recOJJKjA0BPc6Ayt, recZDj4cExRJ0lGYv, recxagk7fJ4cuTd21, recb7NXW1nB7pn8QW",50,"Regular meal frequency supports stable energy, muscle maintenance, metabolic health, and balanced nutrient intake. Eating too few meals can increase fatigue and undernutrition risk.",,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recq0JX3QgFBo5mm4, recAdUWMgWMZS3qKI, recDBJLAkc5CAfBm3, recPiW3K4dhWi31Xh",,,,50,rech7cFeYXGie9bOl,recLJcUUTL1szyE8Z,"recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO, recxJqmq5ipZMLJsj, recSy02sgRnjfOkHE, recELBnyZAf0mIQH6, recWsK4nX930OGci1, reccxH7AESy9vvBPo",,recI81s1wiUEzLscQ,,Daily Meal Frequency,,,
recyo7UyrZuNO5spU,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,,"rec4LOTgPCJ0YPhBZ, recrY0DiKkor85Fly, recx85Gwz2UmEJv48, recEdtgbDDREGufoF, rec2jRvuenI2LMuj4",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per week,male_female,REC0016.2,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recq0JX3QgFBo5mm4, recLJcUUTL1szyE8Z, recPiW3K4dhWi31Xh","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat at least 3 meals per day on at least 5 days per week,"recXEZ94kHXkuwW9j, recaje3Tkx97MUsCG, recYI4TAnlYTTNwNx",rec1nS4kOT1vqBT1I,"recglGJd4hhz00aOW, recdSFX5xIEFrxolb, recpaqAnly6puExfR, recxWX6OVsWQxZO8n, recxWiqxVZBrlfDdN, recjPhAw7m4JzvlcZ, recTP1I8rgriguVmu, recXkoUUe8MdpuP4J, rec3D8PdHcxtGRvpU, rechBohdV9IROgjvg, recKnxiibyCGgZpgO, reczNmAlM373mR2hB, reciOI3q7pcKwgFQT, recFiYHJf1Y0EtCw9, recWUdhiNxQGIj18V, recGAoN2zlApTjE8s, recgNtckcptLyernN, recfMEs031R8bawEt, recw616gthSKVAnJc, recL9yQ2OpD2DeGy2, recRp19WaNQjWhGxK, rec6UGz7d9RuBF7MO, reckKA2kDISZ4tziU, reclf6sddc4LQWBGT, recaRVjYsX4rMK6I7",51,"Regular meal frequency supports stable energy, muscle maintenance, metabolic health, and balanced nutrient intake. Eating too few meals can increase fatigue and undernutrition risk.",,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recq0JX3QgFBo5mm4, recAdUWMgWMZS3qKI, recDBJLAkc5CAfBm3, recPiW3K4dhWi31Xh",,,,50,rech7cFeYXGie9bOl,recLJcUUTL1szyE8Z,"recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO, recxJqmq5ipZMLJsj, recSy02sgRnjfOkHE, recELBnyZAf0mIQH6, recWsK4nX930OGci1, reccxH7AESy9vvBPo",,recsORWYSS9P3wSZ7,,Daily Meal Frequency,,,
rec1pZRqnJsEPgjdK,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,,"recs9ZCNmIRU1On63, recdzHpcTuTNG8Kxe, rec4YzEwgRDCZWb2P, recYhEdafJPgrCMuy, recdvn7GVUlXZ9DGg",recKl9SuZUIJ1rfDB,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per week,male_female,REC0016.3,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recq0JX3QgFBo5mm4, recLJcUUTL1szyE8Z, recPiW3K4dhWi31Xh","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Eat 3 or more meals per day every day of the week, with at least 1 healthy snack","recXEZ94kHXkuwW9j, recaje3Tkx97MUsCG, recYI4TAnlYTTNwNx",,"recglGJd4hhz00aOW, recdSFX5xIEFrxolb, recpaqAnly6puExfR, recxWX6OVsWQxZO8n, recxWiqxVZBrlfDdN, recjPhAw7m4JzvlcZ, recTP1I8rgriguVmu, recXkoUUe8MdpuP4J, rec3D8PdHcxtGRvpU, rechBohdV9IROgjvg, recKnxiibyCGgZpgO, reczNmAlM373mR2hB, reciOI3q7pcKwgFQT, recvTaVRn4zkoh82s, recarCaOCY97nnobx, recxUb11GXywPdrK7, recfV9GmziRWZCpo6, rec7lrw4BTapLMt6H, recjFMw0rfiRUk7xK, rec0WZJNgDCGiY0lX, reco1jr4vPiQMjiiC, reckraUe3jykAYq4E, recEz2vAwKBjzOby6, rec9XqW76FLU1sYDE, recNUI94h6Evl12Ln",52,"Regular meal frequency supports stable energy, muscle maintenance, metabolic health, and balanced nutrient intake. Eating too few meals can increase fatigue and undernutrition risk.",,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recq0JX3QgFBo5mm4, recAdUWMgWMZS3qKI, recDBJLAkc5CAfBm3, recPiW3K4dhWi31Xh",,,,50,rech7cFeYXGie9bOl,recLJcUUTL1szyE8Z,"recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recLuAlDIETnvUUtO, recxJqmq5ipZMLJsj, recSy02sgRnjfOkHE, recELBnyZAf0mIQH6, recWsK4nX930OGci1, reccxH7AESy9vvBPo",,recsORWYSS9P3wSZ7,,Daily Meal Frequency,,,
rec1J3jFsVfW3V9Xb,150,0,,,Gender: male_female | Age: Any | Risk Level: Any,,"recJLTj24cd3IrS3x, rec7hFC8cFVev9pyJ, reczIMZbXCb3yITbK, recYU5l3Z5CcZncyL, recuvCvjdMQFVnZXv",,configured,,,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",per week,male_female,REC0017.1,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recC0mB1LyNGjDyld, recDBJLAkc5CAfBm3, recPiW3K4dhWi31Xh, recq0JX3QgFBo5mm4","recVHWlB26jWt9Ij9, reccxH7AESy9vvBPo, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am)","recSbMYYLInM0r3oQ, recLMoXQhF63THQM6, rec3MI6XxARP9QXwq",rectWgPNzJ29KFNQV,"recZRulBDG1KApKYd, recAQvxPsOcgbCPNj, rec0rUOU0GOmPoZjR, recJwhFeMGhE5LywZ, recuqmk4J10XDxqOr, recmWIHn7xUM4wx2c, reci2nNRE3wpSoa2C, rec6GvM0VwMRawccU, recSR9Ny4MwGDhiuo, rec0EMhhTNIyBtoHk, recun1RzaHy5DcdSL, recNeznME7wSbmQYU, recsaqgttsMMCWZ9v, recqTfWTSC1agXrkq, recPN6oUSRx5Cg4by, rec47AuWmpyLRQW7R, receIARkdSsexh1Sx, rec3EiE15PErI06IM, recr24gpcanjOjlKl, recPygS5gl8asoyYH, recX4coomCfwNSXq4, recW57bhiA46kEjvF, recIxqD5VeJYAY8u9, recitQPTygqMunXwi, rec784EnMdUhf71Yt",53,"Intermittent fasting with a daily eating window of 10 hours or less (14+ hours fasting) may support metabolic health, weight management, and circadian rhythms.",,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recPiW3K4dhWi31Xh, recC0mB1LyNGjDyld","recVHWlB26jWt9Ij9, reccxH7AESy9vvBPo",,,60,rech7cFeYXGie9bOl,"recw2hqgZfllcjFso, recDBJLAkc5CAfBm3","recSy02sgRnjfOkHE, recELBnyZAf0mIQH6, rec8o1wlo0olBMl8A, recXiq3Os05QJJki4",,recI81s1wiUEzLscQ,,Time Restricted Eating,,,
