record_id,count_intake_markers_raw,count_intake_metrics_raw,count_survey_questions,created,created_by,intake_markers_raw,intake_metrics_raw,last_modified_by,last_modified_time,marker_metric_total,normalized_weight,question_complex_count,question_complex_questions,question_from_survey_questions,raw_weight,survey_questions,survey_total
recEY4OA6wwiRd9s2,0,0,1,2025-06-19T14:26:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-08-28T17:44:52.000Z,0,0.04149377593360996,0,,How many hours of sleep do you typically get per night?,10,rec094uzKwALREEBq,10
recDpuYWvZiESvyRG,0,0,0,2025-09-11T19:31:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:21.000Z,0,0.04564315352697095,0,,,11,,0
rec3SBVMENNm8vym9,0,0,0,2025-09-11T19:31:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:21.000Z,0,0.04979253112033195,0,,,12,,0
rec4RgQMWJi1J981r,0,0,0,2025-09-11T19:31:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:22.000Z,0,0.05394190871369295,0,,,13,,0
rece43mcwuxAH5kJY,0,0,0,2025-09-11T19:31:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:22.000Z,0,0.058091286307053944,0,,,14,,0
recKF6YfGuXY3UDZd,0,0,0,2025-09-11T19:31:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:23.000Z,0,0.06224066390041494,0,,,15,,0
rec3qlpbwvdfKC2z1,0,0,0,2025-09-11T19:31:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:23.000Z,0,0.06639004149377593,0,,,16,,0
rec14ndh82MzN76jZ,0,0,0,2025-09-11T19:31:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:24.000Z,0,0.07053941908713693,0,,,17,,0
rec724KDz3WwrFqNo,0,0,0,2025-09-11T19:31:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:25.000Z,0,0.07468879668049792,0,,,18,,0
recxZPJooZ1QDXoYT,0,0,0,2025-09-11T19:31:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:29.000Z,0,0.07883817427385892,0,,,19,,0
recw7xtQvI89vh5d6,0,0,0,2025-09-11T19:31:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T19:31:27.000Z,0,0.08298755186721991,0,,,20,,0
