record_id,created,created_by,help_text,last_modified_by,last_modified_time,parent_checkin,question_id,question_order,question_text,response_options_v2,response_types,tracked_metrics_from_parent
recVve3cdNtpZA8b3,2025-09-02T18:29:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Focus on what actually worked for you personally - these insights help us understand what approaches are most effective.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:29:47.000Z,rec7JgayIN3USkRoa,Q032-END-02,2,Which sedentary time reduction strategies worked best for you? (Select all that apply),rec6OJpCwAykNU9hw,recwKcnMBUHT535rJ,reclDVu1Iv6feixC3
recCZeWsQcoWkt63F,2025-09-02T18:29:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about the specific behaviors or routines you want to maintain going forward. Be as specific as possible about what you'll keep doing.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:29:53.000Z,rec7JgayIN3USkRoa,Q032-END-03,3,What sedentary time reduction habits do you want to carry forward?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,reclDVu1Iv6feixC3
recPxWfWxX8Kq9Bmc,2025-09-02T18:32:42.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about how the process has felt and any changes you've noticed since starting mobility sessions.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:30.000Z,recx86AQPOeYNhTtY,Q033-MID-01,1,How have your mobility sessions been going so far?,recuDaHwQtswQ0P8t,recm1sVsfEm9YuCyL,rec5CjdtdR3SqBAcU
recqQ9niD4pJlWNGq,2025-09-02T18:32:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Include any improvements in flexibility, pain relief, movement quality, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:30.000Z,recx86AQPOeYNhTtY,Q033-MID-02,2,What changes have you noticed since starting mobility sessions? (Select all that apply),recWcdpZNkSs7BC7i,recwKcnMBUHT535rJ,rec5CjdtdR3SqBAcU
recpLPfmu0DtXMisu,2025-09-02T18:32:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Include both strategies you've already tried and ones you're curious about. This helps track your progress and discover new approaches.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:30.000Z,recx86AQPOeYNhTtY,Q033-MID-03,3,What mobility session strategies have you tried or would like to try? (Select all that apply),recdJepuXSPAmab0a,recwKcnMBUHT535rJ,rec5CjdtdR3SqBAcU
receWkFpddiDQpgyD,2025-09-02T18:33:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Share the biggest positive impact this has had on your flexibility, pain, movement, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:30.000Z,rech3uM7jYxeGe8KC,Q033-END-01,1,What's been the most meaningful change from mobility sessions?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,rec5CjdtdR3SqBAcU
recndv1hlSjmKBiYP,2025-09-02T18:33:12.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Focus on what actually worked for you personally - these insights help us understand what approaches are most effective.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:33:12.000Z,rech3uM7jYxeGe8KC,Q033-END-02,2,Which mobility session strategies worked best for you? (Select all that apply),recdJepuXSPAmab0a,recwKcnMBUHT535rJ,rec5CjdtdR3SqBAcU
recdQsgscxvAKTzg2,2025-09-02T18:33:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about the specific behaviors or routines you want to maintain going forward. Be as specific as possible about what you'll keep doing.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:33:19.000Z,rech3uM7jYxeGe8KC,Q033-END-03,3,What mobility session habits do you want to carry forward?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,rec5CjdtdR3SqBAcU
recy6eReUNuAV8Hfv,2025-09-02T18:33:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about how the process has felt and any changes you've noticed since focusing on weekly mobility minutes.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:41.000Z,recAa8kQg0qZR4J9H,Q034-MID-01,1,How have your weekly mobility minutes been going so far?,recuDaHwQtswQ0P8t,recm1sVsfEm9YuCyL,rec5WLPHYGoaKUCjp
recylq6YnpuMTWTBD,2025-09-02T18:34:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Include any improvements in flexibility, pain relief, movement quality, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:41.000Z,recAa8kQg0qZR4J9H,Q034-MID-02,2,What changes have you noticed since focusing on weekly mobility minutes? (Select all that apply),recWcdpZNkSs7BC7i,recwKcnMBUHT535rJ,rec5WLPHYGoaKUCjp
recVr1IaY2uW6x6Uo,2025-09-02T18:34:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Include both strategies you've already tried and ones you're curious about. This helps track your progress and discover new approaches.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:41.000Z,recAa8kQg0qZR4J9H,Q034-MID-03,3,What mobility minute strategies have you tried or would like to try? (Select all that apply),recdJepuXSPAmab0a,recwKcnMBUHT535rJ,rec5WLPHYGoaKUCjp
recgwZdXTeY7CYcUW,2025-09-02T18:34:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Share the biggest positive impact this has had on your flexibility, pain, movement, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:41.000Z,recvs31s3wU8tUNmc,Q034-END-01,1,What's been the most meaningful change from focusing on weekly mobility minutes?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,rec5WLPHYGoaKUCjp
recMHhEoWkW3taqaa,2025-09-02T18:34:26.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Focus on what actually worked for you personally - these insights help us understand what approaches are most effective.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:34:26.000Z,recvs31s3wU8tUNmc,Q034-END-02,2,Which mobility minutes strategies worked best for you? (Select all that apply),recdJepuXSPAmab0a,recwKcnMBUHT535rJ,rec5WLPHYGoaKUCjp
rec2vFN9bLj5uxYpM,2025-09-02T18:34:34.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about the specific behaviors or routines you want to maintain going forward. Be as specific as possible about what you'll keep doing.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:34:34.000Z,recvs31s3wU8tUNmc,Q034-END-03,3,What mobility minutes habits do you want to carry forward?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,rec5WLPHYGoaKUCjp
recH1U83zcxn3h1KW,2025-09-02T18:36:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about how the process has felt and any changes you've noticed since doing post-meal activity.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:45:34.000Z,recZ4mEIQOqtROWLW,Q035-MID-01,1,How have your post-meal activity minutes been going so far?,recuDaHwQtswQ0P8t,recm1sVsfEm9YuCyL,rectwdl12NyOIQZxD
recb8qpJmNL3fsAsk,2025-09-02T18:36:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Include any improvements in digestion, blood sugar, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:45:34.000Z,recZ4mEIQOqtROWLW,Q035-MID-02,2,What changes have you noticed since doing post-meal activity? (Select all that apply),recWcdpZNkSs7BC7i,recwKcnMBUHT535rJ,rectwdl12NyOIQZxD
recX32vnrHcPOgfNH,2025-09-02T18:37:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Include both strategies you've already tried and ones you're curious about. This helps track your progress and discover new approaches.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:45:34.000Z,recZ4mEIQOqtROWLW,Q035-MID-03,3,What post-meal activity strategies have you tried or would like to try? (Select all that apply),recGXiTkXtExfvldK,recwKcnMBUHT535rJ,rectwdl12NyOIQZxD
recUEo27u0xHjGd1t,2025-09-02T18:37:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Share the biggest positive impact this has had on your digestion, energy, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:45:34.000Z,recYScyJwzLgBpxC8,Q035-END-01,1,What's been the most meaningful change from post-meal activity?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,rectwdl12NyOIQZxD
recNgSjs022gAyhNK,2025-09-02T18:37:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Focus on what actually worked for you personally - these insights help us understand what approaches are most effective.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:37:16.000Z,recYScyJwzLgBpxC8,Q035-END-02,2,Which post-meal activity strategies worked best for you? (Select all that apply),recGXiTkXtExfvldK,recwKcnMBUHT535rJ,rectwdl12NyOIQZxD
recqcSm3bmWfnFtoN,2025-09-02T18:37:22.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about the specific behaviors or routines you want to maintain going forward. Be as specific as possible about what you'll keep doing.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:37:22.000Z,recYScyJwzLgBpxC8,Q035-END-03,3,What post-meal activity habits do you want to carry forward?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,rectwdl12NyOIQZxD
rec1gkmEUkLHhxQDo,2025-09-02T18:37:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about how the process has felt and any changes you've noticed since starting post-meal activity sessions.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:49:55.000Z,recPFGgGubBUPlOsG,Q036-MID-01,1,How have your post-meal activity sessions been going so far?,recuDaHwQtswQ0P8t,recm1sVsfEm9YuCyL,recOqQiV6ZtMeXXjM
recRF4gulJWZLwUIn,2025-09-02T18:38:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Include any improvements in digestion, blood sugar, energy, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:46:50.000Z,recPFGgGubBUPlOsG,Q036-MID-02,2,What changes have you noticed since starting post-meal activity sessions? (Select all that apply),recWcdpZNkSs7BC7i,recwKcnMBUHT535rJ,recOqQiV6ZtMeXXjM
rec0I0PvJkNoqXvjv,2025-09-02T18:38:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Include both strategies you've already tried and ones you're curious about. This helps track your progress and discover new approaches.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:49:55.000Z,recPFGgGubBUPlOsG,Q036-MID-03,3,What post-meal activity session strategies have you tried or would like to try? (Select all that apply),recGXiTkXtExfvldK,recwKcnMBUHT535rJ,recOqQiV6ZtMeXXjM
recC6a7B2HMDZ01M1,2025-09-02T18:38:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Share the biggest positive impact this has had on your digestion, blood sugar, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:49:55.000Z,recfIsyssh1MSmMZV,Q036-END-01,1,What's been the most meaningful change from post-meal activity sessions?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,recOqQiV6ZtMeXXjM
recVhOwXLOBOBwIqf,2025-09-02T18:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Focus on what actually worked for you personally - these insights help us understand what approaches are most effective.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:38:23.000Z,recfIsyssh1MSmMZV,Q036-END-02,2,Which post-meal activity session strategies worked best for you? (Select all that apply),recGXiTkXtExfvldK,recwKcnMBUHT535rJ,recOqQiV6ZtMeXXjM
rec2IYprBg7Jiv70V,2025-09-02T18:38:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about the specific behaviors or routines you want to maintain going forward. Be as specific as possible about what you'll keep doing.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:38:29.000Z,recfIsyssh1MSmMZV,Q036-END-03,3,What post-meal activity session habits do you want to carry forward?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,recOqQiV6ZtMeXXjM
recehqGB7VoumnSDE,2025-09-02T18:52:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about how the process has felt and any changes you've noticed since starting exercise snacks.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:06.000Z,rec9dJWp62DF7pYlY,Q037-MID-01,1,How has your exercise snacks routine been going so far?,recuDaHwQtswQ0P8t,recm1sVsfEm9YuCyL,"recIP9lf7bOv9VcpU, recOqQiV6ZtMeXXjM"
recf9XBU13CvP9dAW,2025-09-02T18:52:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Include any improvements in energy, movement breaks, activity levels, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:06.000Z,rec9dJWp62DF7pYlY,Q037-MID-02,2,What changes have you noticed since starting exercise snacks? (Select all that apply),recWcdpZNkSs7BC7i,recwKcnMBUHT535rJ,"recIP9lf7bOv9VcpU, recOqQiV6ZtMeXXjM"
recoV4ZwRNwoOMn59,2025-09-02T18:52:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Include both strategies you've already tried and ones you're curious about. This helps track your progress and discover new approaches.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:06.000Z,rec9dJWp62DF7pYlY,Q037-MID-03,3,What exercise snack strategies have you tried or would like to try? (Select all that apply),recA4y5Z0nRt8G9bg,recwKcnMBUHT535rJ,"recIP9lf7bOv9VcpU, recOqQiV6ZtMeXXjM"
rec1BFn1cD5deFPlw,2025-09-02T18:52:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Share the biggest positive impact this has had on your energy, movement, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:06.000Z,recZvjZNXkJBSvVcu,Q037-END-01,1,What's been the most meaningful change from exercise snacks?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,"recIP9lf7bOv9VcpU, recOqQiV6ZtMeXXjM"
recSEd1Vuvx7bJexS,2025-09-02T18:52:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Focus on what actually worked for you personally - these insights help us understand what approaches are most effective.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:52:51.000Z,recZvjZNXkJBSvVcu,Q037-END-02,2,Which exercise snacks strategies worked best for you? (Select all that apply),recA4y5Z0nRt8G9bg,recwKcnMBUHT535rJ,"recIP9lf7bOv9VcpU, recOqQiV6ZtMeXXjM"
recGVFcKHHPJefJxw,2025-09-02T18:52:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about the specific behaviors or routines you want to maintain going forward. Be as specific as possible about what you'll keep doing.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:52:59.000Z,recZvjZNXkJBSvVcu,Q037-END-03,3,What exercise snacks habits do you want to carry forward?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,"recIP9lf7bOv9VcpU, recOqQiV6ZtMeXXjM"
rec82d3jrVV2mWOxr,2025-09-02T18:53:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about how the process has felt and any changes you've noticed since focusing on sleep duration.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:18.000Z,reckxRkPXDdluf1fR,Q038-MID-01,1,How has your sleep duration been going so far?,recuDaHwQtswQ0P8t,recm1sVsfEm9YuCyL,recY75tn39AEXKwbl
recrFfmkqhb2KxlvN,2025-09-02T18:53:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Include any improvements in sleep quality, energy, recovery, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:18.000Z,reckxRkPXDdluf1fR,Q038-MID-02,2,What changes have you noticed since focusing on sleep duration? (Select all that apply),recaAhb0IrODUcg65,recwKcnMBUHT535rJ,recY75tn39AEXKwbl
recUMSiz0I39ipZNq,2025-09-02T18:54:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Include both strategies you've already tried and ones you're curious about. This helps track your progress and discover new approaches.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:18.000Z,reckxRkPXDdluf1fR,Q038-MID-03,3,What sleep duration strategies have you tried or would like to try? (Select all that apply),recjoaKpZfH75DmyX,recwKcnMBUHT535rJ,recY75tn39AEXKwbl
rec6lDBNXwFLE0lFU,2025-09-02T18:54:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Share the biggest positive impact this has had on your sleep, energy, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:18.000Z,recooos15eAdFs9HM,Q038-END-01,1,What's been the most meaningful change from focusing on sleep duration?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,recY75tn39AEXKwbl
rec5itFMukE6KC2Zt,2025-09-02T18:54:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Focus on what actually worked for you personally - these insights help us understand what approaches are most effective.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:54:20.000Z,recooos15eAdFs9HM,Q038-END-02,2,Which sleep duration strategies worked best for you? (Select all that apply),recjoaKpZfH75DmyX,recwKcnMBUHT535rJ,recY75tn39AEXKwbl
recge6lFwIhGwU1Uz,2025-09-02T18:54:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about the specific behaviors or routines you want to maintain going forward. Be as specific as possible about what you'll keep doing.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:54:27.000Z,recooos15eAdFs9HM,Q038-END-03,3,What sleep duration habits do you want to carry forward?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,recY75tn39AEXKwbl
recJ1cdGqMAy3FS44,2025-09-02T18:55:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about how the process has felt and any changes you've noticed since focusing on sleep timing consistency.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:28.000Z,rec62NOf90O7kCj35,Q039-MID-01,1,How has your sleep timing consistency been going so far?,recuDaHwQtswQ0P8t,recm1sVsfEm9YuCyL,recFreByeShGraal0
rec4brNAKamAq4qiL,2025-09-02T18:55:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Include any improvements in sleep quality, energy, circadian rhythm, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:28.000Z,rec62NOf90O7kCj35,Q039-MID-02,2,What changes have you noticed since focusing on sleep timing consistency? (Select all that apply),recaAhb0IrODUcg65,recwKcnMBUHT535rJ,recFreByeShGraal0
recrJ7MNj2dvSIW0f,2025-09-02T18:55:31.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Include both strategies you've already tried and ones you're curious about. This helps track your progress and discover new approaches.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:28.000Z,rec62NOf90O7kCj35,Q039-MID-03,3,What sleep timing consistency strategies have you tried or would like to try? (Select all that apply),reck4zDzNHjWDYJ2k,recwKcnMBUHT535rJ,recFreByeShGraal0
recfwLOULHD0gs3es,2025-09-02T18:55:38.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Share the biggest positive impact this has had on your sleep, circadian rhythm, or how you feel.","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:50:28.000Z,recxmGqxigRcCfbkA,Q039-END-01,1,What's been the most meaningful change from sleep timing consistency?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,recFreByeShGraal0
rec6QFgccleyeLtFK,2025-09-02T18:55:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Focus on what actually worked for you personally - these insights help us understand what approaches are most effective.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:55:44.000Z,recxmGqxigRcCfbkA,Q039-END-02,2,Which sleep timing consistency strategies worked best for you? (Select all that apply),reck4zDzNHjWDYJ2k,recwKcnMBUHT535rJ,recFreByeShGraal0
recvpt4tCVVRslLsz,2025-09-02T18:55:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about the specific behaviors or routines you want to maintain going forward. Be as specific as possible about what you'll keep doing.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-02T18:55:50.000Z,recxmGqxigRcCfbkA,Q039-END-03,3,What sleep timing consistency habits do you want to carry forward?,recqs2KSWZVLchVHj,rec9FbWNUm7CjzB5A,recFreByeShGraal0
reconjTPJ2YXSaysw,2025-09-02T18:56:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Think about how the process has felt and any changes you've noticed since focusing on wake time consistency.,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T10:47:12.000Z,recXP6ocSNCZdjUrl,Q040-MID-01,1,How has your wake time consistency been going so far?,recuDaHwQtswQ0P8t,recm1sVsfEm9YuCyL,rec0nsL37Ihw1mkM0
