record_id,created,created_by,last_modified_by,last_modified_time,max_value,min_value,name,option_id,questions_using_this,response_choices,response_types,scoring_map
recXsdbM1BSQE889A,2025-09-04T11:54:42.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Probiotic Supplement Effects,RO083-Effects,"recE0wHWeqSqGgveg, recYREJmAQsyESSJm","[""Better digestive health"", ""More regular bowel movements"", ""Less bloating/gas"", ""Improved gut health"", ""Better immune function"", ""Less digestive discomfort"", ""Improved mood (gut-brain axis)"", ""Better recovery after antibiotics"", ""Less IBS symptoms"", ""Better overall gut balance"", ""Reduced food sensitivities"", ""Initial digestive upset"", ""Gas/bloating (temporary)"", ""Stomach discomfort"", ""Changes in bowel habits"", ""Expensive with unclear benefits"", ""Refrigeration requirements"", ""No noticeable effects yet"", ""Other beneficial effects"", ""Other side effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec9rHjShqD4TI8jg,2025-09-04T12:00:22.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Probiotic Barriers & Facilitators,RO083-B&F,"recTiuFfGHwcwf8og, recJMmplkhM3JrA1j","[""Taking with food protects from stomach acid"", ""Taking consistently at same time daily"", ""Refrigerating probiotics maintains potency"", ""Starting with lower CFU and increasing"", ""Taking away from antibiotics (2+ hours)"", ""Choosing multi-strain probiotics"", ""Taking with prebiotic foods helps"", ""Expensive with unclear benefits"", ""Refrigeration requirements are difficult"", ""Initial digestive upset/gas"", ""Forget to take consistently"", ""Too expensive for daily use"", ""Don't feel digestive improvements"", ""Changes in bowel habits concerning"", ""Other helpful factors"", ""Other challenging factors""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recTNPi44vmMZGaX8,2025-09-04T11:55:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Melatonin Supplement Effects,RO084-Effects,"receMegfO7AwZUxcm, recjtgcMEYs7rKWQ1","[""Easier falling asleep"", ""Better sleep quality"", ""More restful sleep"", ""Better sleep for shift work"", ""Less jet lag effects"", ""Improved sleep duration"", ""More regular sleep schedule"", ""Better overall rest"", ""Reduced sleep anxiety"", ""Enhanced antioxidant effects"", ""Morning grogginess/hangover"", ""Vivid dreams/nightmares"", ""Daytime drowsiness"", ""Headaches"", ""Hormonal concerns"", ""Dependency worries"", ""Interferes with other medications"", ""No noticeable effects yet"", ""Other beneficial effects"", ""Other side effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recn6pUBKpQc8hEJl,2025-09-04T12:00:34.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Melatonin Barriers & Facilitators,RO084-B&F,"recQiCDVq741mPd0r, rech8flaE8lwlTsGo","[""Taking 30-60 minutes before desired bedtime"", ""Starting with lowest effective dose (0.5-1mg)"", ""Taking consistently at same time nightly"", ""Avoiding bright screens 1 hour before"", ""Using immediate-release rather than extended-release"", ""Taking in dark, quiet environment"", ""Evening routine helps consistency"", ""Morning grogginess/hangover effect"", ""Vivid dreams/nightmares"", ""Daytime drowsiness"", ""Forget to take before bedtime"", ""Dependency worries"", ""Don't feel sleep improvements"", ""Conflicting advice about dosing/timing"", ""Other helpful factors"", ""Other challenging factors""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec8nEajDAqi42PAW,2025-09-04T11:55:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Calcium Supplement Effects,RO085-Effects,"recxONnBvyrk5eU1r, recVUQS7CPLA5ozFV","[""Stronger bones/teeth feeling"", ""Reduced muscle cramps or spasms"", ""Better sleep quality"", ""Improved nail strength"", ""Less joint aches/pains"", ""Better mood stability"", ""Reduced PMS symptoms"", ""Better bone density (from tests)"", ""Improved muscle function"", ""Better blood clotting"", ""Digestive upset/constipation"", ""Kidney stone risk"", ""Interferes with iron absorption"", ""Interferes with other medications"", ""Chalky taste/texture"", ""Gas/bloating"", ""No noticeable effects yet"", ""Other beneficial effects"", ""Other side effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recEU0UfR0xHXViSg,2025-09-04T12:00:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Calcium Barriers & Facilitators,RO085-B&F,"recKkSJF9Y23LzdZp, rec2MkDCVTZYQOPHJ","[""Taking with food improves absorption"", ""Taking in divided doses throughout day"", ""Taking with vitamin D for better absorption"", ""Choosing calcium citrate over carbonate"", ""Taking away from iron supplements"", ""Taking at bedtime for bone health"", ""Setting daily reminders helps"", ""Pills are too large/hard to swallow"", ""Chalky taste/texture unpleasant"", ""Causes constipation"", ""Gas/bloating"", ""Forget to take consistently"", ""Too expensive for daily use"", ""Don't feel any bone benefits"", ""Other helpful factors"", ""Other challenging factors""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recURvSr2gRxdDj6W,2025-09-04T12:03:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Zinc Supplement Effects,RO086-Effects,"recInjvoBieV7E8cB, recRN721j0Dyc6wwa","[""Stronger immune system/less frequent illness"", ""Better wound healing"", ""Improved energy levels"", ""Better skin health/acne improvement"", ""Enhanced taste and smell"", ""Improved mood"", ""Better hair/nail health"", ""Reduced cold duration/severity"", ""Better testosterone support (men)"", ""Enhanced muscle recovery"", ""Stomach upset/nausea"", ""Metallic taste in mouth"", ""Interferes with copper absorption"", ""Digestive issues when taken on empty stomach"", ""Interferes with other minerals/medications"", ""No noticeable effects yet"", ""Other beneficial effects"", ""Other side effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recj2OieEGm2aVd2N,2025-09-04T12:03:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Zinc Barriers & Facilitators,RO086-B&F,"recIvc2gEtttO9PRK, recUXIGI4VLP9OkRP","[""Taking with food reduces stomach upset"", ""Taking at bedtime to minimize nausea"", ""Using chelated forms for better tolerance"", ""Taking with meals containing protein"", ""Daily reminders keep me consistent"", ""Small dose (10-15mg) works well"", ""Taking away from coffee/tea helps absorption"", ""Causes stomach upset/nausea"", ""Metallic taste is unpleasant"", ""Forget to take consistently"", ""Too expensive for daily use"", ""Interferes with other supplements"", ""Don't feel immune improvements yet"", ""Causes digestive issues"", ""Other helpful factors"", ""Other challenging factors""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recAbllTirD1H25qg,2025-09-04T12:21:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,NAC Effects,RO087-Effects,"recPBlwc3BzAeI6V3, recwMGaQLY4viOR6M","[""Better respiratory health and lung function"", ""Improved mental clarity and focus"", ""Enhanced detoxification"", ""Better liver health"", ""Reduced oxidative stress"", ""Improved immune function"", ""Better recovery from illness"", ""Enhanced antioxidant protection"", ""Improved mood and emotional balance"", ""Better skin health"", ""Reduced inflammation"", ""Enhanced exercise recovery"", ""Improved sleep quality"", ""Better mucus clearance"", ""Enhanced cellular protection"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (nausea, stomach upset)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
reccyteCrUqsXOU3V,2025-09-04T12:21:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,NAC Barriers & Facilitators,RO087-B&F,"recyl4iEv58miPWYQ, recOhBj49xf9W9m4U","[""Taking on empty stomach for better absorption"", ""Taking with meals to reduce nausea"", ""Starting with lower dose and increasing gradually"", ""Taking consistently at same time daily"", ""Setting daily reminders"", ""Using pill organizer"", ""Taking away from other amino acids"", ""Monitoring respiratory health improvements"", ""Taking during illness for support"", ""Storing properly in cool, dry place"", ""Forgetting to take it"", ""Strong sulfur smell and taste"", ""Nausea or stomach upset"", ""Cost of high-quality supplements"", ""Large capsule size difficult to swallow"", ""Not seeing immediate effects"", ""Difficulty with empty stomach timing"", ""Running out of supply"", ""Side effects or discomfort""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recsIaseB7dZFP4rt,2025-09-04T12:22:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Berberine Effects,RO088-Effects,"recHKN9dXqDesA6UE, recFcClvPcOY4JEZy","[""Better blood sugar control"", ""Improved insulin sensitivity"", ""Enhanced weight management"", ""Better cholesterol levels"", ""Improved metabolic health"", ""Reduced inflammation"", ""Better digestive health"", ""Enhanced energy levels"", ""Improved cardiovascular health"", ""Better liver function"", ""Reduced appetite"", ""Better glucose metabolism"", ""Enhanced fat burning"", ""Improved mood and mental clarity"", ""Better immune function"", ""Digestive changes (diarrhea, upset)"", ""Appetite changes"", ""Mild side effects (stomach cramping)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recJIsAlHSizJ2V5m,2025-09-04T12:22:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Berberine Barriers & Facilitators,RO088-B&F,"recloetI4PK7PTBNT, recYglb8pOYqF3pno","[""Taking with meals to reduce stomach upset"", ""Dividing dose into 2-3 times per day"", ""Taking before meals for blood sugar control"", ""Starting with lower dose and increasing gradually"", ""Taking consistently at same time daily"", ""Setting daily reminders"", ""Using pill organizer"", ""Monitoring blood sugar improvements"", ""Taking with probiotics to support gut health"", ""Tracking weight and metabolic improvements"", ""Forgetting to take it"", ""Stomach upset and digestive issues"", ""Cost of high-quality supplements"", ""Multiple daily doses difficult to manage"", ""Not seeing immediate effects"", ""Diarrhea or loose stools"", ""Running out of supply"", ""Interactions with diabetes medications"", ""Side effects or discomfort""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec5AV8OF7LE0aBV5,2025-09-04T12:22:37.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Glycine Effects,RO089-Effects,"recMplSq3PlMkyqXY, recvG3f0JrJwM9hLF","[""Better sleep quality and deeper sleep"", ""Improved sleep onset time"", ""Enhanced muscle recovery"", ""Better collagen synthesis"", ""Improved joint health"", ""Enhanced cognitive function"", ""Better mood and emotional balance"", ""Reduced anxiety and stress"", ""Improved skin health"", ""Enhanced detoxification"", ""Better liver function"", ""Improved insulin sensitivity"", ""Enhanced exercise performance"", ""Better tendon and ligament health"", ""Improved wound healing"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recuZAgzV8bw7oaHa,2025-09-04T12:22:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Glycine Barriers & Facilitators,RO089-B&F,"recLabCavJjQQphZV, recUG3OU6AaYaxUL8","[""Taking 1-3 grams before bedtime for sleep"", ""Mixing powder form into water or drinks"", ""Taking on empty stomach for better absorption"", ""Taking consistently at same time daily"", ""Setting daily reminders"", ""Using measuring spoon for powder dosing"", ""Taking with other sleep supplements"", ""Monitoring sleep quality improvements"", ""Taking away from stimulants"", ""Storing powder properly in cool, dry place"", ""Forgetting to take it"", ""Sweet taste some find unpleasant"", ""Powder form difficult to measure"", ""Large doses required (3+ grams)"", ""Not seeing immediate sleep benefits"", ""Difficulty mixing powder completely"", ""Running out of supply"", ""No convenient capsule options"", ""Side effects or discomfort""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec8mFyNogKMOFtZJ,2025-09-04T12:23:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Glucosamine/Chondroitin Effects,RO090-Effects,"recwURzVXPUxaSg4T, rechxTxsaqqwVB9Wk","[""Improved joint comfort and reduced pain"", ""Better joint mobility and flexibility"", ""Reduced joint stiffness, especially morning stiffness"", ""Enhanced cartilage health"", ""Better knee, hip, or other joint function"", ""Reduced inflammation in joints"", ""Improved exercise tolerance"", ""Better recovery from physical activity"", ""Enhanced joint lubrication"", ""Reduced need for pain medications"", ""Better overall joint health"", ""Improved quality of life"", ""Enhanced physical function"", ""Better sleep due to less joint pain"", ""Improved skin and nail health"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recfFJIPLHGnUKSsa,2025-09-04T12:23:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Glucosamine/Chondroitin Barriers & Facilitators,RO090-B&F,"rec6ob8AlOX5yxJQP, rectwOz6ycJGbvQwh","[""Taking with meals to improve absorption"", ""Taking consistently at same time daily"", ""Using high-quality, third-party tested products"", ""Taking combination glucosamine/chondroitin formula"", ""Setting daily reminders"", ""Using pill organizer"", ""Taking with MSM for enhanced benefits"", ""Monitoring joint pain and mobility improvements"", ""Taking during periods of increased activity"", ""Storing properly to maintain potency"", ""Forgetting to take it"", ""Cost of long-term supplementation"", ""Large capsules difficult to swallow"", ""Not seeing immediate joint benefits"", ""Takes months to see effects"", ""Stomach upset when taken"", ""Running out of supply"", ""Shellfish allergies preventing use"", ""Side effects or discomfort""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec1ZfsM6qSh6ZuTi,2025-09-04T12:23:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Curcumin Effects,RO091-Effects,"recKY3nsAcChT2m4b, rec7m32QF80adVv9K","[""Reduced inflammation and joint pain"", ""Better recovery from exercise"", ""Improved mood and mental clarity"", ""Enhanced immune function"", ""Better digestive health"", ""Reduced muscle soreness"", ""Improved cardiovascular health"", ""Better skin health and appearance"", ""Enhanced antioxidant protection"", ""Reduced arthritis symptoms"", ""Better liver health"", ""Improved brain function"", ""Enhanced wound healing"", ""Reduced allergy symptoms"", ""Better overall well-being"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (stomach upset)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recOCACpcYbvjRN23,2025-09-04T12:23:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Curcumin Barriers & Facilitators,RO091-B&F,"rect5g5YYglX2O8QB, recS2OXPTTOM0hT7o","[""Taking with black pepper (piperine) for better absorption"", ""Taking with healthy fats for enhanced uptake"", ""Using standardized 95% curcuminoid extract"", ""Taking with meals to reduce stomach upset"", ""Taking consistently at same time daily"", ""Setting daily reminders"", ""Using pill organizer"", ""Taking phytosome or liposomal forms for better bioavailability"", ""Monitoring inflammation and pain improvements"", ""Storing properly away from light and heat"", ""Forgetting to take it"", ""Poor bioavailability without absorption enhancers"", ""Cost of high-quality, bioavailable forms"", ""Large capsules difficult to swallow"", ""Stomach upset when taken empty"", ""Not seeing immediate anti-inflammatory effects"", ""Running out of supply"", ""Interactions with blood thinners"", ""Side effects or discomfort""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec9gTuf20UNrDpsv,2025-09-04T12:13:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Alpha-Lipoic Acid Effects,RO092-Effects,"recpyBtLPVaNkizjK, recEwMcCPYc7Anlx8","[""Increased energy levels"", ""Better blood sugar control"", ""Reduced nerve pain or tingling"", ""Improved antioxidant protection"", ""Better recovery from exercise"", ""Reduced inflammation"", ""Improved insulin sensitivity"", ""Better cognitive function"", ""Reduced oxidative stress"", ""Improved liver function"", ""Better skin appearance"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (stomach upset, rash)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recWIt5qdS1cyw8q4,2025-09-04T12:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Alpha-Lipoic Acid Barriers & Facilitators,RO092-B&F,"rec2NkdHFTRKNbeV5, recGYSCrMUFc5Xvpz","[""Taking on empty stomach for better absorption"", ""Taking 30 minutes before meals"", ""Setting daily reminders"", ""Using R-form ALA for better potency"", ""Dividing dose into 2-3 smaller amounts"", ""Taking consistently at same time daily"", ""Using pill organizer"", ""Taking with water only"", ""Monitoring blood sugar improvements"", ""Tracking energy and nerve health"", ""Forgetting to take it"", ""Stomach upset when taken"", ""Cost of high-quality R-ALA"", ""Complex timing requirements"", ""Not seeing immediate effects"", ""Difficulty with empty stomach timing"", ""Running out of supply"", ""Interactions with other supplements"", ""Side effects or discomfort""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recBSK4YjX1PxLGfu,2025-09-04T12:16:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Astaxanthin Effects,RO093-Effects,"rec1GuWugJmlYOafH, recDiAkMZ8hF6kQpD","[""Improved skin appearance and protection"", ""Reduced eye strain and better eye health"", ""Enhanced recovery from exercise"", ""Increased energy levels"", ""Better cardiovascular health"", ""Reduced inflammation"", ""Improved immune function"", ""Better joint comfort"", ""Enhanced antioxidant protection"", ""Improved muscle endurance"", ""Better sun protection"", ""Reduced fatigue"", ""Improved cognitive function"", ""Better sleep quality"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec1FSh4NnsaPA71C,2025-09-04T12:16:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Astaxanthin Barriers & Facilitators,RO093-B&F,"recfPzpJM3Q5kjlwl, recNR9MIchEaWDWXP","[""Taking with meals for better absorption"", ""Taking with healthy fats for enhanced uptake"", ""Setting daily reminders"", ""Using high-quality natural astaxanthin"", ""Taking consistently at same time daily"", ""Using pill organizer"", ""Combining with other antioxidants"", ""Taking before sun exposure"", ""Storing properly away from light"", ""Tracking skin and eye health improvements"", ""Forgetting to take it"", ""Cost of high-quality supplements"", ""Large capsule size difficult to swallow"", ""Not seeing immediate effects"", ""Stomach upset when taken"", ""Difficulty timing with meals"", ""Running out of supply"", ""Interactions with other supplements"", ""Side effects or discomfort""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recY9MR8vJjRBodW1,2025-09-04T12:17:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Resveratrol Effects,RO094-Effects,"recNU8UH0ZJoVBgFQ, reculd8VnGk5fbxPx","[""Better cardiovascular health"", ""Improved longevity markers"", ""Enhanced antioxidant protection"", ""Better brain function and memory"", ""Improved insulin sensitivity"", ""Reduced inflammation"", ""Better skin appearance"", ""Enhanced exercise performance"", ""Improved immune function"", ""Better joint health"", ""Increased energy levels"", ""Better sleep quality"", ""Improved recovery from exercise"", ""Better blood sugar control"", ""Enhanced cellular repair"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recaW0dQ2F0ImDdPC,2025-09-04T12:17:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Resveratrol Barriers & Facilitators,RO094-B&F,"recEYMltyO03xfvG3, reczH8P15WHcF0vF4","[""Taking on empty stomach for better absorption"", ""Taking with healthy fats for enhanced uptake"", ""Using trans-resveratrol form for better potency"", ""Taking consistently at same time daily"", ""Setting daily reminders"", ""Using pill organizer"", ""Taking away from dairy products"", ""Storing properly in cool, dark place"", ""Taking with other polyphenols"", ""Monitoring cardiovascular health improvements"", ""Forgetting to take it"", ""Cost of high-quality supplements"", ""Stomach upset when taken empty"", ""Large capsule size difficult to swallow"", ""Not seeing immediate effects"", ""Difficulty timing with food restrictions"", ""Running out of supply"", ""Interactions with blood thinners"", ""Side effects or discomfort""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recITx6Ws9T7uB6mL,2025-09-04T12:17:37.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Lutein/Zeaxanthin Effects,RO095-Effects,"recy74x9stnKhRBPd, recCGktB4nl25fhdB","[""Improved eye health and vision clarity"", ""Reduced eye strain and fatigue"", ""Better night vision"", ""Enhanced contrast sensitivity"", ""Reduced glare sensitivity"", ""Better protection from blue light"", ""Improved macular health"", ""Reduced dry eyes"", ""Better color perception"", ""Enhanced visual processing"", ""Improved focus and concentration"", ""Reduced headaches from eye strain"", ""Better recovery after screen time"", ""Enhanced antioxidant protection"", ""Improved skin appearance"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
