record_id,category,created,created_by,description,healthkit_identifier,last_modified,last_modified_by,object,subcategory,tracked_metrics,units_primary
recnalNyiDkdmxVCg,recF0AV8cgVasb0m3,2025-06-07T16:12:34.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the distance the user has moved using a wheelchair.,static let distanceWheelchair: HKQuantityTypeIdentifier,2025-06-07T20:46:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Distance Wheelchair,rectacNcC22WBcvDb,,rec7Tm4UTHn6ZVqIX
reckQIjlK6mO0kCzw,recF0AV8cgVasb0m3,2025-06-07T16:12:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the number of strokes performed while swimming.,static let swimmingStrokeCount: HKQuantityTypeIdentifier,2025-06-07T21:21:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Swimming Stroke Count,recydMwWvgYjQzq3q,,recrCuHsmQyh6TO3B
rec5ODLVfxJrt5of4,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the distance the user has moved while swimming.,static let distanceSwimming: HKQuantityTypeIdentifier,2025-06-09T20:09:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Distance Swimming,recydMwWvgYjQzq3q,,rec7Tm4UTHn6ZVqIX
recExm2XK9TaAEquA,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the distance the user has traveled while skiing or snowboarding.,static let distanceDownhillSnowSports: HKQuantityTypeIdentifier,2025-06-09T20:09:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Distance Downhill Snow Sports,recyiEXpN5O3Y30wY,,rec7Tm4UTHn6ZVqIX
recrDsT8y5pSkheHZ,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the resting energy burned by the user.,static let basalEnergyBurned: HKQuantityTypeIdentifier,2025-06-07T20:46:31.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Basal Energy Burned,recE1Di8duQxeuPGv,,recanDYikTx5CjDwp
recY2ia89NuDjd02a,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of active energy the user has burned.,static let activeEnergyBurned: HKQuantityTypeIdentifier,2025-09-15T15:47:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Active Energy Burned,recE1Di8duQxeuPGv,,recanDYikTx5CjDwp
recLvTwuQ0oK8rKF8,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the number of flights of stairs that the user has climbed.,static let flightsClimbed: HKQuantityTypeIdentifier,2025-06-07T20:46:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Flights Climbed,recBWuAftrdWpCG0m,,recpfotGDwzd0cdBq
recF9pXPvHmKxT2CI,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the number of NikeFuel points the user has earned.,static let nikeFuel: HKQuantityTypeIdentifier,2025-06-07T20:02:13.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",NikeFuel,recE1Di8duQxeuPGv,,
recvDPoKM5Uidfc2m,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of time the user spent exercising.,static let appleExerciseTime: HKQuantityTypeIdentifier,2025-09-15T15:47:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Apple Exercise Time,recE1Di8duQxeuPGv,,reccQ8CBI7yU37g1V
recdY0VsvbXkR7ltl,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the time spent doing full-body movements during the day.,static let appleMoveTime: HKQuantityTypeIdentifier,2025-09-15T15:47:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Apple Move Time,recE1Di8duQxeuPGv,"reclDVu1Iv6feixC3, rechN97Dq5ALu3FI9",reccQ8CBI7yU37g1V
rec7EBYoRx6JqWge9,recF0AV8cgVasb0m3,2025-06-07T16:12:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample that counts hours when the user stood and moved for at least one minute.,static let appleStandHour: HKCategoryTypeIdentifier,2025-06-07T20:46:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Apple Stand Hour,recE1Di8duQxeuPGv,,recQCeZTiC8j0miNE
rec2YsLE8DhUgFTAH,recF0AV8cgVasb0m3,2025-06-07T16:13:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of time the user has spent standing.,static let appleStandTime: HKQuantityTypeIdentifier,2025-06-07T20:46:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Apple Stand Time,recE1Di8duQxeuPGv,,reccQ8CBI7yU37g1V
recALlzOrzmDI2PFI,recF0AV8cgVasb0m3,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures maximal oxygen consumption during exercise.,static let vo2Max: HKQuantityTypeIdentifier,2025-06-11T21:41:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",VO₂ Max,recBi1ltdOy27bVdq,recFl99d8n4l00XcA,rec45frpbX1A9jS2n
rec41ZpLtJB4fV1j7,recF0AV8cgVasb0m3,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",An event indicating VO₂ max consistently falls below a particular aerobic fitness threshold.,static let lowCardioFitnessEvent: HKCategoryTypeIdentifier,2025-06-07T21:21:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Low Cardio Fitness Event,recBi1ltdOy27bVdq,,recL9IqBHQHjvrrD3
recYpSX7DGAAnyFXL,recMGc0A0HNbEnJEZ,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A file that is attached to a sample in the HealthKit store.,class HKAttachment,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKAttachment,recQtmZpLIYsr23oi,,
recy4If7cz1tarcxu,recMGc0A0HNbEnJEZ,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",The access point for attachments associated with samples in the HealthKit store.,class HKAttachmentStore,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKAttachmentStore,recQtmZpLIYsr23oi,,
rect5nRMTQHxPCSIO,recMGc0A0HNbEnJEZ,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A reader that provides access to an attachment’s data.,class HKAttachmentDataReader,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKAttachmentDataReader,recQtmZpLIYsr23oi,,
recWeCeFBeZIQMjxr,reczmDBVbrRyNt711,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s height.,static let height: HKQuantityTypeIdentifier,2025-06-07T21:22:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Height,recX3DQrVmY4IxMuH,,recscXILqBeiKki06
recPx0uqAFi7U3ULR,reczmDBVbrRyNt711,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s weight.,static let bodyMass: HKQuantityTypeIdentifier,2025-06-11T22:08:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Body Mass,recX3DQrVmY4IxMuH,recseppfup15Ij0xE,rec39VWgAtphw799o
recbpPI1IIN4723h2,reczmDBVbrRyNt711,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s body mass index.,static let bodyMassIndex: HKQuantityTypeIdentifier,2025-06-11T22:08:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Body Mass Index,recX3DQrVmY4IxMuH,recpCHgbnbY5cEy1Q,recd4eCCKpxMnTVbF
recsdGdRM1PaiVj7z,reczmDBVbrRyNt711,2025-06-07T16:13:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s lean body mass.,static let leanBodyMass: HKQuantityTypeIdentifier,2025-07-18T08:31:30.000Z,"{""id"": ""usrkTikdv4auSr4iu"", ""email"": ""pawan.mishra@kiwitech.com"", ""name"": ""Pawan Mishra""}",Lean Body Mass,recHpyFWYUoFUVwVj,,rec39VWgAtphw799o
recUbVGr2gnhxor2w,reczmDBVbrRyNt711,2025-06-07T16:13:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s body fat percentage.,static let bodyFatPercentage: HKQuantityTypeIdentifier,2025-06-11T22:08:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Body Fat Percentage,recHpyFWYUoFUVwVj,recJeEd61woRAahla,recbr6G7O5LsA88v5
recDCuW8qaGyiG4QK,reczmDBVbrRyNt711,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s waist circumference.,static let waistCircumference: HKQuantityTypeIdentifier,2025-06-07T20:48:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Waist Circumference,recX3DQrVmY4IxMuH,,recscXILqBeiKki06
recLSkMbJgteOlaDG,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type that records menstrual cycles.,static let menstrualFlow: HKCategoryTypeIdentifier,2025-06-07T21:19:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Menstrual Flow,recZDyMxDlDGnT4iO,,
recNZvh2o18yoAPJX,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type that records spotting outside the normal menstruation period.,static let intermenstrualBleeding: HKCategoryTypeIdentifier,2025-06-07T20:49:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Intermenstrual Bleeding,reckQ3Oi0hxeSKKRF,,recs216xGcYqeWqrd
recklhkjgQWxXwRFU,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample that indicates an infrequent menstrual cycle.,static let infrequentMenstrualCycles: HKCategoryTypeIdentifier,2025-06-07T20:49:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Infrequent Menstrual Cycles,reckQ3Oi0hxeSKKRF,,recs216xGcYqeWqrd
recH4KDpLSJncPXrr,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample that indicates an irregular menstrual cycle.,static let irregularMenstrualCycles: HKCategoryTypeIdentifier,2025-06-07T20:49:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Irregular Menstrual Cycles,reckQ3Oi0hxeSKKRF,,recs216xGcYqeWqrd
recaiSpStb7JcjWjI,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample that indicates persistent intermenstrual bleeding.,static let persistentIntermenstrualBleeding: HKCategoryTypeIdentifier,2025-06-07T20:49:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Persistent Intermenstrual Bleeding,reckQ3Oi0hxeSKKRF,,recs216xGcYqeWqrd
recVcua5iiLaEeKqH,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample that indicates a prolonged menstrual cycle.,static let prolongedMenstrualPeriods: HKCategoryTypeIdentifier,2025-06-07T20:49:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Prolonged Menstrual Periods,reckQ3Oi0hxeSKKRF,,recs216xGcYqeWqrd
recxy4BUrQBKPg6tP,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that records the user’s basal body temperature.,static let basalBodyTemperature: HKQuantityTypeIdentifier,2025-06-07T20:49:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Basal Body Temperature,reckMLIp85R6aOFdl,,recpPF7GBM8oVdBBs
recdaBZpxlqkcQ4UK,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type that records the quality of the user’s cervical mucus.,static let cervicalMucusQuality: HKCategoryTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Cervical Mucus Quality,reckMLIp85R6aOFdl,,
recRCSdUuy8oPw5Lz,recO06YypbEtNDxRH,2025-06-07T16:13:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type that records the result of an ovulation home test.,static let ovulationTestResult: HKCategoryTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Ovulation Test Result,reckMLIp85R6aOFdl,,
recfuEyHypgI12p1b,recO06YypbEtNDxRH,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category type that represents the results from a home progesterone test.,static let progesteroneTestResult: HKCategoryTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Progesterone Test Result,recLRCTwVQgEckfOK,,
recNww6T1UjGRxx0P,recO06YypbEtNDxRH,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type that records sexual activity.,static let sexualActivity: HKCategoryTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Sexual Activity,recs0hyMIv3aJhTUV,,
