record_id,cited_intake_markers_and_metrics,confidence_level_from_source_type,contraindications,created,created_by,effect_strength,effect_strength_note,id,intake_markers_raw,intake_metrics_raw,last_modified,last_modified_by,link,name_title,pmids,recommendation,recommendations_v2,ref_check,screening_compliance,source,source_type,summary,therapeutics_matrix
rec03Pz5MWKx6RTtA,"Fasting Glucose, Fasting Insulin, HOMA-IR, HbA1c, Muscle Glucose Uptake, Insulin Sensitivity",Anecdotal,,2025-07-20T20:13:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,"5-fold increase in muscle glucose uptake during exercise, with enhanced insulin action lasting up to 48 hours post-exercise",LI098,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recC0mB1LyNGjDyld",rec0v0JrVS6xu5Dcj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC6908414/,Physical Activity/Exercise and Diabetes: A Position Statement of the American Diabetes Association,PMID: 27926890,"recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w, recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, rec3XE7ren4uDEyqJ, recMKyXERMUqHM87O, rec7fGIf5CE8xyzYT",True,,PubMed,recYhFTRFUPeMb1fL,"Comprehensive position statement from American Diabetes Association found that aerobic exercise acutely increases muscle glucose uptake up to 5-fold through insulin-independent mechanisms. After exercise, glucose uptake remains elevated for up to 48 hours. Regular training increases muscle capillary density, oxidative capacity, lipid metabolism, and insulin signaling proteins. Moderate-intensity continuous training showed beneficial effects on insulin sensitivity and glucose metabolism.",
recfqVDl2MWUTUOzI,"VO2peak, Cardiorespiratory Fitness, Cardiovascular Disease Risk",High,,2025-07-20T20:14:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Moderate effect size (SMD = 0.71) for VO2peak improvement with moderate-intensity exercise in CVD patients,LI099,recPiW3K4dhWi31Xh,rec0v0JrVS6xu5Dcj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC8037098/,Exercise Intensity in Patients with Cardiovascular Diseases: Systematic Review with Meta-Analysis,PMID: 33808248,"recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w, recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, rec3XE7ren4uDEyqJ, recMKyXERMUqHM87O, rec7fGIf5CE8xyzYT",True,,PubMed,recRIfCU2PF5bhkmW,"Meta-analysis of 16 randomized controlled trials found that exercise interventions significantly increased VO2peak across all intensity categories. Moderate-intensity interventions were associated with moderate increase in relative VO2peak (SMD = 0.71 mL/kg/min; 95% CI = 0.27-1.15). The most effective doses for optimizing cardiorespiratory fitness were moderate-to-vigorous and vigorous-intensity exercises, being more effective when conducted for 6 to 12 weeks.",
recfdroibJ5TUsTC0,"Insulin Sensitivity, Fasting Glucose, Fasting Insulin, HOMA-IR, Type 2 Diabetes Risk, Metabolic Syndrome",Moderate,,2025-07-20T20:14:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,10-48% enhancement in insulin sensitivity with regular exercise training; dose-response relationship with exercise volume,LI100,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recC0mB1LyNGjDyld",rec0v0JrVS6xu5Dcj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC5569266/,Update on the effects of physical activity on insulin sensitivity in humans,PMID: 28879026,"recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w, recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC, recHS5DnujbLJGA0X, recUcK9hjmH56wFZf, rec8lDzP6nNsCQFUK","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, rec3XE7ren4uDEyqJ, recMKyXERMUqHM87O, rec7fGIf5CE8xyzYT, recLjtJEXpCzCkeae, recYD8fyMs8TZaj9w, reccM1F6ztegvuj41",True,,PubMed,recuux8z8gb0e5MPU,"Comprehensive review found that both aerobic and resistance exercise can induce improvements in glycemic regulation, with some evidence that exercise regimens including both may be more efficacious. Regular physical activity reduces risk of insulin resistance, metabolic syndrome and type 2 diabetes, with insulin sensitivity improving when individuals comply with exercise guidelines. Many studies indicate a dose-response relationship, with higher energy expenditures and moderate exercise intensities producing benefits on whole-body insulin sensitivity.",
recNdboQ8rDmirQpT,"All-Cause Mortality, Cardiovascular Disease Risk, Daily Step Count, hsCRP, Insulin Sensitivity",High,,2025-07-20T20:17:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,"60% reduction in all-cause mortality at 8,763 steps/day; 51% reduction in CVD risk at 7,126 steps/day with clear dose-response relationship",LI101,recPiW3K4dhWi31Xh,rec0v0JrVS6xu5Dcj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.jacc.org/doi/10.1016/j.jacc.2023.07.029,Relationship of Daily Step Counts to All-Cause Mortality and Cardiovascular Events,PMID: 37676198,"recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC, recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, rec3XE7ren4uDEyqJ, recMKyXERMUqHM87O, rec7fGIf5CE8xyzYT",True,,JACC Journals,recRIfCU2PF5bhkmW,"Meta-analysis of 12 studies with 111,309 individuals found minimal doses of 2,517 steps/day associated with 8% reduction in all-cause mortality (aHR: 0.92; 95% CI: 0.84-0.999) and 2,735 steps/day with 11% reduction in CVD risk (aHR: 0.89; 95% CI: 0.79-0.999) compared to 2,000 steps/day. Optimal doses were 8,763 steps/day for all-cause mortality (60% risk reduction) and 7,126 steps/day for incident CVD (51% risk reduction).",
recNIM5X6p8K0Ed1p,"All-Cause Mortality, Cardiovascular Mortality, Daily Step Count, hsCRP",High,,2025-07-20T20:17:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,12% mortality reduction per 1000 steps/day; 6% CV mortality reduction per 500 steps/day with clear dose-response benefits,LI102,recPiW3K4dhWi31Xh,rec0v0JrVS6xu5Dcj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://academic.oup.com/eurjpc/article/30/18/1975/7226309?login=false,The association between daily step count and all-cause and cardiovascular mortality: a meta-analysis,PMID: 37555441,"recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC, recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, rec3XE7ren4uDEyqJ, recMKyXERMUqHM87O, rec7fGIf5CE8xyzYT",True,,European Journal of Preventative Cardiology,recRIfCU2PF5bhkmW,"Meta-analysis of 18 cohort studies with 67,111 participants found 1000-step increment associated with 12% decreased all-cause mortality risk (HR 0.88; 95% CI: 0.85-0.91) and 500-step increment with 6% decreased CV mortality risk (HR 0.94; 95% CI: 0.91-0.97). Significant inverse association with cut-off point of 3,867 steps/day for all-cause mortality and 2,337 steps/day for CV mortality.",
rec32XOJvmFahyakJ,"Type 2 Diabetes Risk, Fasting Glucose, Insulin Sensitivity, HOMA-IR, Daily Step Count",Moderate,,2025-07-20T20:17:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,2% diabetes risk reduction per 1000 steps/day; stronger associations in high-risk populations with obesity or prediabetes,LI103,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recC0mB1LyNGjDyld",rec0v0JrVS6xu5Dcj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC9013106/,Associations of steps per day and step intensity with the risk of diabetes: the Hispanic Community Health Study,PMID: 35428253,"recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC, recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, rec3XE7ren4uDEyqJ, recMKyXERMUqHM87O, rec7fGIf5CE8xyzYT",True,,PubMed,recODsYatCgd7j2Vr,"Prospective cohort study of 6,634 adults found suggestive 2% lower diabetes risk per 1000 steps/day (HR = 0.98; 95% CI 0.95-1.00) over 6 years. Inverse associations between steps/day and diabetes incidence were observed across cohort characteristics, with strongest effects among adults at high risk - those who were older, had obesity, or prediabetes. Mechanisms include enhanced glucose uptake and improved insulin sensitivity.",
recuAS1B0QgdBInB3,"Depression Symptoms, Mental Health, Daily Step Count, Mood Distress",High,,2025-07-20T20:17:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,9% reduction in depression risk per 1000 additional steps/day; consistent inverse associations across multiple population subgroups,LI104,recq0JX3QgFBo5mm4,rec0v0JrVS6xu5Dcj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC11650418/,Daily Step Count and Depression in Adults: A Systematic Review and Meta-Analysis,PMID: 39680407,"recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC","rec3XE7ren4uDEyqJ, recMKyXERMUqHM87O, rec7fGIf5CE8xyzYT",True,,PubMed,recPTVJvlU8ZpgeS3,"Systematic review and meta-analysis of 33 observational studies involving 96,173 adults found higher daily step counts significantly associated with fewer depressive symptoms in cross-sectional and longitudinal studies. Adults with ≥7,500 steps/day had significantly lower depression scores compared to <7,500 steps/day. Even modest increases of 1,000 steps/day potentially reduce depression risk by 9%.",
recMgAfNHQysFM3lG,"Body Weight, BMI, Waist Circumference, Depression, Anxiety, Mood States, Daily Step Count",High,,2025-07-20T20:17:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,"Significant improvements in multiple mood domains and body composition markers with 10,000 steps/day intervention over 12 weeks",LI105,"recAdUWMgWMZS3qKI, recq0JX3QgFBo5mm4","reccxH7AESy9vvBPo, recbIfUESzC18eAIL, rec0v0JrVS6xu5Dcj",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC5015672/,Effects of 10000 steps a day on physical and mental health in overweight participants,PMID: 27556393,"recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC","rec3XE7ren4uDEyqJ, recMKyXERMUqHM87O, rec7fGIf5CE8xyzYT",True,,PubMed,reclYXy0udvjr66Xa,"Randomized intervention study of 30 overweight adults found that accumulating 10,000 steps/day over 12 weeks significantly reduced anxiety, depression, anger, fatigue, confusion, and total mood distress scores while improving vigor. Physical benefits included significantly lower body weight, waist circumference, BMI, and body fat percentage. Changes in waist circumference were negatively associated with depression and mood distress.",
recLqVjeoctsCwdvB,"All-Cause Mortality, Cardiovascular Mortality, Cancer Mortality, hsCRP, Muscle Strength, Physical Function",High,,2025-07-21T14:53:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,"15% reduction in all-cause mortality, 17% reduction in cardiovascular mortality with any resistance training",LI106,recPiW3K4dhWi31Xh,"recyKRTIlX4Jux2W0, recVHWlB26jWt9Ij9",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.ajpmonline.org/article/S0749-3797(22)00176-3/abstract,Resistance Training and Mortality Risk: A Systematic Review and Meta-Analysis,PMID: 35599175,"recHS5DnujbLJGA0X, recUcK9hjmH56wFZf, rec8lDzP6nNsCQFUK, recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w, recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, recLjtJEXpCzCkeae, recYD8fyMs8TZaj9w, reccM1F6ztegvuj41, recM8FomYRHaUcOJC, rec0P4s0n2NSp3UqE, recy0MwATPDhKLOrN",True,,American Journal of Preventative Medicine,recRIfCU2PF5bhkmW,"Meta-analysis of 10 studies found resistance training reduced risk of all-cause mortality by 15% (RR = 0.85; 95% CI: 0.77-0.93), cardiovascular mortality by 17% (RR = 0.83; 95% CI: 0.71-0.97), and cancer mortality by 12% (RR = 0.88; 95% CI: 0.75-1.03) compared to no resistance training. Benefits observed with any amount of resistance training, with optimal effects around 2-3 sessions per week.",
reckzygPmlvVZEX2N,"Insulin Sensitivity, Fasting Insulin, Fasting Glucose, HOMA-IR, HbA1c, Type 2 Diabetes Risk",High,,2025-07-21T14:53:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,Significant improvement in insulin sensitivity (ES = -0.588) with exercise training; effects lasted 48-72 hours post-exercise,LI107,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recf4HtvFUqMhyhdh, recC0mB1LyNGjDyld",rec0v0JrVS6xu5Dcj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC4995180/,The Effect of Regular Exercise on Insulin Sensitivity in Type 2 Diabetes Mellitus: A Systematic Review and Meta-Analysis,PMID: 27535644,"recHS5DnujbLJGA0X, recUcK9hjmH56wFZf, rec8lDzP6nNsCQFUK, recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w, recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, recLjtJEXpCzCkeae, recYD8fyMs8TZaj9w, reccM1F6ztegvuj41, recM8FomYRHaUcOJC, rec0P4s0n2NSp3UqE, recy0MwATPDhKLOrN",True,,PubMed,recRIfCU2PF5bhkmW,"Meta-analysis of 14 randomized controlled trials found regular exercise training significantly improved insulin sensitivity in adults with type 2 diabetes (ES = -0.588; 95% CI: -0.816 to -0.359; P<0.001). Benefits persisted 48-72 hours after last exercise bout, with resistance training showing comparable effects to aerobic training on glucose control.",
recNhs2QUHpqqExiT,"Bone Mineral Density, Femoral Neck BMD, Lumbar Spine BMD, Total Hip BMD, Muscle Strength, Physical Function",High,,2025-07-21T14:53:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,"Moderate effect sizes for BMD improvements: femoral neck g=0.378, total hip g=0.387, lumbar spine g=0.429",LI108,"recL8dpnjNSzBJp2L, recX6IiQRem8pQ14z, recLJcUUTL1szyE8Z","recyKRTIlX4Jux2W0, recVHWlB26jWt9Ij9, reccxH7AESy9vvBPo, recHOTAk6Lpmb9uUz",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC9222380/,The Effect of Resistance Training on Bone Mineral Density in Older Adults: A Systematic Review and Meta-Analysis,PMID: 35742181,"recHS5DnujbLJGA0X, recUcK9hjmH56wFZf, rec8lDzP6nNsCQFUK, recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw","recLjtJEXpCzCkeae, recYD8fyMs8TZaj9w, reccM1F6ztegvuj41, recM8FomYRHaUcOJC, rec0P4s0n2NSp3UqE, recy0MwATPDhKLOrN",True,,PubMed,recRIfCU2PF5bhkmW,"Meta-analysis of 7 studies involving 370 older adults found resistance training significantly improved bone mineral density with moderate effect sizes at femoral neck (g = 0.378; 95% CI: 0.167-0.588), total hip (g = 0.387; 95% CI: 0.095-0.678), and lumbar spine (g = 0.429; 95% CI: 0.222-0.636). Optimal protocols used 2-3 sets, 8-12 repetitions at 70-90% 1RM, 2-3x per week.",
recR3kn2j2mAsoctc,"Depression, Quality of Life, Mental Health, Muscle Strength, Physical Function, Upper Limb Strength, Lower Limb Strength",High,,2025-07-21T14:53:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,"Large depression reduction (SMD=-1.13); substantial strength gains: upper-limb +15.26kg, lower-limb +48.46kg",LI109,recq0JX3QgFBo5mm4,"recyKRTIlX4Jux2W0, recVHWlB26jWt9Ij9",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://journals.sagepub.com/doi/10.1177/10998004221120945?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,"A Systematic Review and Meta-Analysis of Resistance Training on Quality of Life, Depression, Muscle Strength, and Functional Exercise Capacity in Older Adults Aged 60 Years or More",PMID: 35968662,"recHS5DnujbLJGA0X, recUcK9hjmH56wFZf, rec8lDzP6nNsCQFUK, recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw","recLjtJEXpCzCkeae, recYD8fyMs8TZaj9w, reccM1F6ztegvuj41, recM8FomYRHaUcOJC, rec0P4s0n2NSp3UqE, recy0MwATPDhKLOrN",True,,Sage Journals,recRIfCU2PF5bhkmW,"Meta-analysis of 21 studies (N=1610) found resistance training significantly improved multiple quality of life domains: physical functioning (SMD=0.31), mental health (SMD=0.44), general health (SMD=0.43), and mental component score (SMD=0.51). Depression significantly decreased (SMD=-1.13), while muscle strength increased substantially: upper-limb (MD=15.26 kg), lower-limb (MD=48.46 kg), and handgrip (MD=1.35 kg).",
recjsF4imkG9TJdRP,"Lean Body Mass, Fat-Free Mass, Skeletal Muscle Mass, Muscle Hypertrophy",High,,2025-07-21T14:53:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,1.53 kg muscle mass increase with resistance training; dose-response relationship with training volume,LI110,receYj9nbAEGPBxFl,"recVHWlB26jWt9Ij9, reccxH7AESy9vvBPo",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC7068252/,A Systematic Review with Meta-Analysis of the Effect of Resistance Training on Whole-Body Muscle Growth in Healthy Adult Males,PMID: 32079265,"recHS5DnujbLJGA0X, recUcK9hjmH56wFZf, rec8lDzP6nNsCQFUK, recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw","recLjtJEXpCzCkeae, recYD8fyMs8TZaj9w, reccM1F6ztegvuj41, recM8FomYRHaUcOJC, rec0P4s0n2NSp3UqE, recy0MwATPDhKLOrN",True,,PubMed,recRIfCU2PF5bhkmW,"Meta-analysis of 111 studies (158 groups, 1927 participants) found resistance training significantly increased muscle mass by 1.53 kg (95% CI: 1.30-1.76, p<0.001) with no heterogeneity (I²=0%). Meta-regression revealed excessive sets per workout negatively affected muscle mass gain (estimate: -0.03, 95% CI: -0.05 to -0.001, p=0.04), indicating optimal training volume exists.",
rec5jtPqAkLCmxtmR,"Muscle Hypertrophy, Muscle Strength, Training Volume, Training Duration, Lean Body Mass",Moderate,,2025-07-21T15:04:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Time-efficient training achieves similar hypertrophy and strength gains as traditional longer sessions when volume is matched,LI111,receYj9nbAEGPBxFl,"recyKRTIlX4Jux2W0, recVHWlB26jWt9Ij9",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC8449772/,No Time to Lift? Designing Time-Efficient Training Programs for Strength and Hypertrophy: A Narrative Review,PMID: 34125411,"recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw","recM8FomYRHaUcOJC, rec0P4s0n2NSp3UqE, recy0MwATPDhKLOrN",True,,PubMed,recuux8z8gb0e5MPU,Comprehensive narrative review found that time-efficient strength training can achieve comparable results to longer sessions when volume is equated. Key findings: minimum 4 weekly sets per muscle group using 6-15 RM range is effective; bilateral multi-joint exercises maximize time efficiency; advanced techniques like supersets and drop sets roughly halve training time while maintaining volume; single sessions of 13 minutes can be effective for beginners.,
rec8GtJTGvnWfUkd2,"Muscle Mass, Muscle Hypertrophy, Lean Body Mass, Training Volume Response",High,,2025-07-21T15:04:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,Dose-response relationship confirmed between weekly volume and muscle mass gains; ≥10 sets per week superior to <5 sets,LI112,receYj9nbAEGPBxFl,"recVHWlB26jWt9Ij9, reccxH7AESy9vvBPo",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pubmed.ncbi.nlm.nih.gov/27433992/,Dose-response relationship between weekly resistance training volume and increases in muscle mass: A systematic review and meta-analysis,PMID: 27433992,"recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw","recM8FomYRHaUcOJC, rec0P4s0n2NSp3UqE, recy0MwATPDhKLOrN",True,,PubMed,recRIfCU2PF5bhkmW,"Meta-analysis of 15 studies (34 treatment groups) found a positive dose-response relationship between weekly resistance training volume and muscle hypertrophy. Studies showed greater increases in muscle mass with ≥10 sets per muscle per week compared to <5 sets. However, the relationship showed diminishing returns at higher volumes, suggesting optimal training efficiency occurs within moderate volume ranges.",
rec1q2DG3EF9Gv6o8,"Muscle Thickness, Muscle Hypertrophy, Muscle Strength, Training Duration, Lean Body Mass",High,,2025-07-21T15:05:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Strength gains similar across all durations (13-68 min); muscle hypertrophy showed dose-response: 5.3% vs 8.6% vs 13.5%,LI113,receYj9nbAEGPBxFl,"recyKRTIlX4Jux2W0, recVHWlB26jWt9Ij9, reccxH7AESy9vvBPo",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC6303131/,Resistance Training Volume Enhances Muscle Hypertrophy but Not Strength in Trained Men,PMID: 30153194,"recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw","recM8FomYRHaUcOJC, rec0P4s0n2NSp3UqE, recy0MwATPDhKLOrN",True,,PubMed,reclYXy0udvjr66Xa,"RCT comparing 1-set (13 min), 3-set (40 min), and 5-set (68 min) training sessions in resistance-trained men over 8 weeks found dose-response relationship for muscle hypertrophy but not strength. All groups achieved significant strength gains regardless of session duration. Muscle thickness increased progressively: 1-set (+5.3%), 3-set (+8.6%), 5-set (+13.5%), demonstrating time-efficient training can provide substantial benefits.",
recYmQgtaxPq2hr8E,"VO2max, Blood Pressure, Insulin Sensitivity, HbA1c, hsCRP, Body Composition",High,,2025-07-23T19:05:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,"Significant improvements across 14 cardiometabolic parameters in large pooled analysis of 3,399 participants",LI114,"recPiW3K4dhWi31Xh, recC0mB1LyNGjDyld, recierVNozpgZdLZH, recAdUWMgWMZS3qKI","rec0v0JrVS6xu5Dcj, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recVHWlB26jWt9Ij9",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://link.springer.com/article/10.1007/s40279-023-01863-8,High-Intensity Interval Training and Cardiometabolic Health in the General Population: A Systematic Review and Meta-Analysis of Randomised Controlled Trials,PMID: 37204620,"rec6T5WTFPHuxI0HV, rec6akLmENMwA5UR0, recdyxjcVFX1IiJmB, recgd6FoSRpsXFwGa, rec365bl5v5RJHmG9, recu6msvuyAWfCw4s, recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w","recQgWg7fhQjwfIPx, recqKvugcEkV4FDmK, reccgzcQs3ReCRZiN, recakt2a8V8iqmERc, recaBIRD7TdktJy1h, rechZVptoLoPBWnwS, reckEuLFlXQgQjaQr, rec7xthCyBwFCl0Qq, recyxKyMXE1K8gaeJ",True,,PubMed,recRIfCU2PF5bhkmW,"Meta-analysis of 97 RCTs with 3,399 participants found HIIT produced significant improvements in 14 clinically relevant cardiometabolic health parameters, including peak aerobic capacity (VO2max), blood pressure, insulin sensitivity, and lipid profiles. HIIT demonstrated superior time efficiency compared to traditional exercise while providing substantial health benefits across multiple systems.",
